SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
No,Yes,No,38,Fiber optic,Month-to-month,Yes,79.45,Yes,2,0,158.9,0.0,Electronic check
Yes,No,No,14,Fiber optic,Month-to-month,No,90.45,Yes,0,2,0.0,180.9,Automatic
No,Yes,Yes,32,Fiber optic,Month-to-month,Yes,69.75,Yes,0,0,0.0,0.0,Automatic
No,No,No,1,No,Month-to-month,No,19.65,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,12,DSL,Month-to-month,Yes,43.65,Yes,2,1,87.3,43.65,Electronic check
No,No,No,5,DSL,Month-to-month,No,39.5,Yes,1,1,39.5,39.5,Electronic check
No,Yes,No,40,Fiber optic,Month-to-month,Yes,97.1,Yes,0,2,0.0,194.2,Automatic
No,No,No,5,Fiber optic,Month-to-month,Yes,80.0,Yes,0,1,0.0,80.0,Electronic check
No,No,No,10,Fiber optic,Month-to-month,Yes,84.7,Yes,1,1,84.7,84.7,Mailed check
No,Yes,Yes,2,Fiber optic,Month-to-month,Yes,89.55,Yes,0,2,0.0,179.1,Automatic
No,No,No,23,Fiber optic,Month-to-month,Yes,90.6,Yes,1,1,90.6,90.6,Electronic check
No,No,No,23,Fiber optic,Month-to-month,Yes,90.05,Yes,1,1,90.05,90.05,Automatic
No,Yes,No,49,Fiber optic,Month-to-month,Yes,99.05,Yes,1,2,99.05,198.1,Automatic
No,No,No,2,Fiber optic,Month-to-month,No,69.75,Yes,0,0,0.0,0.0,Automatic
No,No,No,2,DSL,Month-to-month,Yes,49.05,Yes,1,0,49.05,0.0,Automatic
No,No,No,7,Fiber optic,Month-to-month,Yes,98.05,Yes,1,2,98.05,196.1,Automatic
No,No,No,41,Fiber optic,Month-to-month,Yes,114.5,Yes,4,2,458.0,229.0,Automatic
No,No,No,2,Fiber optic,Month-to-month,Yes,80.95,Yes,0,1,0.0,80.95,Electronic check
Yes,No,No,13,Fiber optic,Month-to-month,Yes,74.3,Yes,1,0,74.3,0.0,Electronic check
Yes,No,No,11,Fiber optic,Month-to-month,No,89.7,Yes,0,2,0.0,179.4,Automatic
Yes,Yes,No,17,Fiber optic,Month-to-month,Yes,100.45,Yes,1,2,100.45,200.9,Automatic
No,Yes,Yes,25,Fiber optic,One year,Yes,90.4,Yes,0,2,0.0,180.8,Electronic check
No,Yes,Yes,3,DSL,Month-to-month,Yes,56.15,Yes,2,0,112.3,0.0,Mailed check
No,No,No,4,Fiber optic,Month-to-month,Yes,94.4,Yes,3,1,283.20000000000005,94.4,Automatic
No,Yes,No,37,Fiber optic,Month-to-month,Yes,78.95,Yes,1,0,78.95,0.0,Automatic
No,No,No,19,DSL,One year,Yes,44.85,Yes,0,2,0.0,89.7,Automatic
Yes,Yes,No,39,Fiber optic,Month-to-month,Yes,105.65,Yes,2,2,211.3,211.3,Electronic check
No,No,No,7,Fiber optic,Month-to-month,No,74.65,Yes,1,0,74.65,0.0,Mailed check
No,Yes,No,14,DSL,Month-to-month,Yes,64.7,Yes,1,1,64.7,64.7,Automatic
Yes,Yes,No,11,Fiber optic,Month-to-month,Yes,104.05,Yes,2,2,208.1,208.1,Automatic
No,No,No,1,DSL,Month-to-month,Yes,35.55,Yes,0,1,0.0,35.55,Electronic check
No,No,No,2,Fiber optic,Month-to-month,Yes,95.15,Yes,0,2,0.0,190.3,Electronic check
No,Yes,Yes,13,Fiber optic,Month-to-month,Yes,96.65,Yes,1,2,96.65,193.3,Mailed check
Yes,Yes,No,3,Fiber optic,Month-to-month,Yes,80.4,Yes,0,1,0.0,80.4,Electronic check
No,No,Yes,1,DSL,Month-to-month,Yes,31.35,Yes,1,0,31.35,0.0,Mailed check
No,No,No,12,Fiber optic,Month-to-month,Yes,89.75,Yes,1,1,89.75,89.75,Automatic
No,Yes,No,60,Fiber optic,One year,Yes,94.4,Yes,1,2,94.4,188.8,Electronic check
No,No,No,1,No,Month-to-month,Yes,19.85,Yes,0,0,0.0,0.0,Electronic check
No,No,No,6,Fiber optic,Month-to-month,Yes,109.9,Yes,3,2,329.70000000000005,219.8,Automatic
No,No,No,15,Fiber optic,Month-to-month,Yes,101.35,Yes,2,2,202.7,202.7,Electronic check
Yes,No,No,21,DSL,Month-to-month,Yes,60.05,Yes,1,1,60.05,60.05,Automatic
No,No,No,1,DSL,Month-to-month,Yes,60.15,Yes,0,1,0.0,60.15,Electronic check
No,No,No,7,Fiber optic,Month-to-month,Yes,90.45,Yes,1,1,90.45,90.45,Electronic check
No,Yes,No,53,Fiber optic,One year,Yes,94.25,Yes,1,2,94.25,188.5,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,74.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,80.25,Yes,0,1,0.0,80.25,Electronic check
No,Yes,Yes,17,Fiber optic,Month-to-month,Yes,69.0,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,11,DSL,Month-to-month,Yes,66.35,Yes,1,1,66.35,66.35,Electronic check
No,No,No,19,Fiber optic,Month-to-month,Yes,86.0,Yes,0,1,0.0,86.0,Automatic
No,Yes,Yes,3,Fiber optic,Month-to-month,Yes,80.3,Yes,0,1,0.0,80.3,Electronic check
No,No,No,24,Fiber optic,Month-to-month,Yes,90.55,Yes,1,1,90.55,90.55,Automatic
No,No,No,2,Fiber optic,Month-to-month,Yes,75.9,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,1,DSL,Month-to-month,Yes,45.85,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,16,DSL,Month-to-month,Yes,49.95,Yes,1,2,49.95,99.9,Electronic check
No,Yes,Yes,34,Fiber optic,Month-to-month,No,78.3,Yes,0,1,0.0,78.3,Electronic check
No,No,No,3,Fiber optic,Month-to-month,Yes,76.95,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,16,Fiber optic,Month-to-month,Yes,96.15,Yes,0,2,0.0,192.3,Electronic check
No,No,No,1,DSL,Month-to-month,No,45.3,Yes,0,0,0.0,0.0,Electronic check
No,No,No,15,No,Month-to-month,No,19.4,Yes,0,0,0.0,0.0,Automatic
No,No,No,11,Fiber optic,Month-to-month,No,90.15,Yes,1,1,90.15,90.15,Electronic check
No,No,No,1,DSL,Month-to-month,No,45.05,Yes,0,0,0.0,0.0,Mailed check
No,No,No,1,Fiber optic,Month-to-month,No,75.8,Yes,1,0,75.8,0.0,Electronic check
No,No,No,7,Fiber optic,Month-to-month,Yes,79.3,Yes,0,1,0.0,79.3,Electronic check
No,No,No,2,DSL,Month-to-month,Yes,30.9,Yes,1,0,30.9,0.0,Electronic check
Yes,No,No,46,Fiber optic,One year,No,95.25,Yes,1,2,95.25,190.5,Automatic
Yes,Yes,No,68,Fiber optic,Month-to-month,Yes,89.6,Yes,1,1,89.6,89.6,Automatic
No,Yes,No,59,Fiber optic,One year,Yes,110.15,Yes,3,2,330.45000000000005,220.3,Electronic check
Yes,Yes,No,7,Fiber optic,Month-to-month,Yes,89.5,Yes,0,2,0.0,179.0,Electronic check
No,Yes,No,8,Fiber optic,Month-to-month,No,75.0,Yes,1,0,75.0,0.0,Electronic check
No,No,No,6,DSL,Month-to-month,No,44.75,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,11,DSL,Month-to-month,Yes,44.05,Yes,0,0,0.0,0.0,Electronic check
Yes,Yes,No,15,Fiber optic,Month-to-month,Yes,85.6,Yes,0,1,0.0,85.6,Automatic
No,No,No,70,Fiber optic,One year,No,115.55,Yes,4,2,462.2,231.1,Automatic
Yes,No,No,16,Fiber optic,Month-to-month,Yes,86.6,Yes,0,1,0.0,86.6,Electronic check
No,No,No,18,Fiber optic,Month-to-month,Yes,85.2,Yes,0,1,0.0,85.2,Electronic check
No,Yes,No,34,Fiber optic,Month-to-month,Yes,97.65,Yes,0,2,0.0,195.3,Electronic check
No,Yes,No,47,Fiber optic,Month-to-month,Yes,109.55,Yes,3,2,328.65,219.1,Electronic check
No,Yes,Yes,39,Fiber optic,One year,Yes,89.55,Yes,3,0,268.65,0.0,Electronic check
No,No,Yes,1,No,Month-to-month,Yes,19.45,Yes,0,0,0.0,0.0,Mailed check
No,Yes,Yes,4,No,Month-to-month,No,20.35,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,69.25,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,59,Fiber optic,One year,Yes,99.5,Yes,1,2,99.5,199.0,Automatic
Yes,No,No,1,DSL,Month-to-month,Yes,25.2,Yes,0,0,0.0,0.0,Electronic check
No,No,No,2,DSL,Month-to-month,Yes,45.0,Yes,0,0,0.0,0.0,Mailed check
No,No,No,1,No,Month-to-month,No,20.15,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,66,Fiber optic,Month-to-month,Yes,105.0,Yes,2,2,210.0,210.0,Automatic
No,No,Yes,3,DSL,Month-to-month,Yes,54.7,Yes,0,1,0.0,54.7,Automatic
No,Yes,Yes,14,Fiber optic,Month-to-month,Yes,87.25,Yes,1,1,87.25,87.25,Electronic check
No,Yes,No,10,Fiber optic,Month-to-month,Yes,79.95,Yes,0,1,0.0,79.95,Electronic check
No,No,No,18,Fiber optic,Month-to-month,Yes,88.35,Yes,1,1,88.35,88.35,Electronic check
No,No,No,9,Fiber optic,Month-to-month,Yes,94.75,Yes,0,2,0.0,189.5,Electronic check
Yes,No,No,13,Fiber optic,Month-to-month,Yes,95.05,Yes,0,2,0.0,190.1,Electronic check
No,No,No,4,Fiber optic,Month-to-month,No,78.45,Yes,1,0,78.45,0.0,Electronic check
No,No,No,4,Fiber optic,Month-to-month,Yes,70.2,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,59,DSL,Month-to-month,Yes,41.05,Yes,1,1,41.05,41.05,Automatic
No,Yes,No,10,Fiber optic,Month-to-month,Yes,85.6,Yes,0,1,0.0,85.6,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,79.2,Yes,0,1,0.0,79.2,Electronic check
No,No,No,5,DSL,One year,Yes,70.0,Yes,1,2,70.0,140.0,Mailed check
No,No,No,1,DSL,Month-to-month,Yes,49.95,Yes,0,0,0.0,0.0,Automatic
No,Yes,No,22,Fiber optic,Month-to-month,Yes,69.25,Yes,0,0,0.0,0.0,Electronic check
Yes,Yes,No,34,Fiber optic,Month-to-month,Yes,94.25,Yes,2,1,188.5,94.25,Electronic check
No,Yes,No,41,DSL,One year,Yes,73.0,Yes,1,2,73.0,146.0,Electronic check
No,No,No,64,Fiber optic,One year,Yes,100.05,Yes,1,2,100.05,200.1,Automatic
Yes,No,No,4,Fiber optic,Month-to-month,Yes,99.8,Yes,2,2,199.6,199.6,Automatic
No,No,Yes,18,DSL,Month-to-month,Yes,35.0,Yes,0,1,0.0,35.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,76.0,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,2,Fiber optic,Month-to-month,Yes,93.85,Yes,0,2,0.0,187.7,Electronic check
No,Yes,No,15,Fiber optic,Month-to-month,Yes,84.3,Yes,1,1,84.3,84.3,Electronic check
Yes,No,No,9,Fiber optic,Month-to-month,Yes,84.4,Yes,0,1,0.0,84.4,Automatic
No,Yes,No,15,Fiber optic,Month-to-month,Yes,101.1,Yes,1,2,101.1,202.2,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,50.45,Yes,0,0,0.0,0.0,Electronic check
No,No,No,12,Fiber optic,Month-to-month,Yes,99.95,Yes,1,2,99.95,199.9,Mailed check
No,No,No,2,Fiber optic,Month-to-month,Yes,91.4,Yes,1,1,91.4,91.4,Electronic check
Yes,No,No,5,Fiber optic,Month-to-month,Yes,75.55,Yes,1,0,75.55,0.0,Automatic
No,No,Yes,4,Fiber optic,Month-to-month,No,80.8,Yes,1,0,80.8,0.0,Automatic
No,Yes,No,16,Fiber optic,Month-to-month,Yes,100.0,Yes,1,2,100.0,200.0,Electronic check
No,No,No,1,No,Month-to-month,No,20.55,Yes,0,0,0.0,0.0,Electronic check
No,No,No,5,Fiber optic,Month-to-month,Yes,85.3,Yes,2,0,170.6,0.0,Electronic check
No,No,No,4,Fiber optic,Month-to-month,No,70.4,Yes,0,0,0.0,0.0,Electronic check
No,No,No,37,Fiber optic,Month-to-month,No,98.8,Yes,1,2,98.8,197.6,Automatic
No,Yes,Yes,13,Fiber optic,Month-to-month,Yes,74.4,Yes,0,0,0.0,0.0,Automatic
No,No,No,24,Fiber optic,Month-to-month,Yes,98.75,Yes,1,2,98.75,197.5,Electronic check
No,Yes,Yes,61,Fiber optic,One year,Yes,106.0,Yes,2,2,212.0,212.0,Electronic check
No,No,No,41,Fiber optic,Month-to-month,Yes,104.7,Yes,2,2,209.4,209.4,Electronic check
Yes,No,No,22,Fiber optic,Month-to-month,Yes,96.7,Yes,0,2,0.0,193.4,Electronic check
No,No,No,2,DSL,Month-to-month,Yes,55.05,Yes,2,0,110.1,0.0,Automatic
Yes,No,No,19,Fiber optic,Month-to-month,Yes,88.2,Yes,1,1,88.2,88.2,Electronic check
No,Yes,Yes,8,No,One year,Yes,19.75,Yes,0,0,0.0,0.0,Mailed check
Yes,No,No,15,Fiber optic,Month-to-month,No,75.65,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,74.7,Yes,0,0,0.0,0.0,Electronic check
No,No,No,17,Fiber optic,Month-to-month,Yes,76.65,Yes,1,0,76.65,0.0,Electronic check
Yes,No,No,1,DSL,Month-to-month,Yes,25.8,Yes,0,0,0.0,0.0,Mailed check
No,No,No,2,DSL,Month-to-month,Yes,42.6,Yes,2,1,85.2,42.6,Electronic check
No,No,No,29,DSL,Month-to-month,Yes,68.85,Yes,3,1,206.54999999999998,68.85,Automatic
No,Yes,Yes,2,Fiber optic,Month-to-month,No,90.0,Yes,2,1,180.0,90.0,Automatic
No,No,No,14,Fiber optic,Month-to-month,No,75.35,Yes,1,0,75.35,0.0,Electronic check
No,No,No,8,Fiber optic,Month-to-month,No,100.85,Yes,1,2,100.85,201.7,Electronic check
No,Yes,No,5,Fiber optic,Month-to-month,No,69.95,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,63,Fiber optic,One year,Yes,107.5,Yes,2,2,215.0,215.0,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,45.85,Yes,0,0,0.0,0.0,Mailed check
No,Yes,No,53,Fiber optic,One year,Yes,106.1,Yes,3,2,318.29999999999995,212.2,Automatic
No,No,No,1,Fiber optic,Month-to-month,No,91.7,Yes,2,1,183.4,91.7,Electronic check
No,No,No,16,Fiber optic,Month-to-month,Yes,95.6,Yes,2,1,191.2,95.6,Automatic
No,No,No,1,Fiber optic,Month-to-month,Yes,74.95,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,10,Fiber optic,Month-to-month,Yes,95.35,Yes,0,2,0.0,190.7,Electronic check
Yes,No,No,3,DSL,Month-to-month,No,45.0,Yes,0,0,0.0,0.0,Electronic check
No,No,No,66,Fiber optic,Month-to-month,No,99.5,Yes,2,2,199.0,199.0,Electronic check
No,Yes,Yes,17,Fiber optic,One year,No,98.6,Yes,2,2,197.2,197.2,Automatic
No,No,No,7,DSL,Month-to-month,Yes,59.5,Yes,1,1,59.5,59.5,Mailed check
Yes,Yes,No,12,Fiber optic,Month-to-month,Yes,80.45,Yes,0,1,0.0,80.45,Electronic check
No,Yes,Yes,42,Fiber optic,Month-to-month,Yes,77.95,Yes,0,1,0.0,77.95,Automatic
Yes,No,No,2,Fiber optic,Month-to-month,Yes,74.7,Yes,1,0,74.7,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,88.8,Yes,1,1,88.8,88.8,Electronic check
No,No,No,30,Fiber optic,Month-to-month,Yes,90.25,Yes,0,2,0.0,180.5,Electronic check
No,No,No,15,DSL,Month-to-month,Yes,64.65,Yes,1,1,64.65,64.65,Automatic
Yes,Yes,No,13,Fiber optic,Month-to-month,Yes,89.05,Yes,2,1,178.1,89.05,Automatic
No,Yes,Yes,67,Fiber optic,One year,No,87.4,Yes,2,0,174.8,0.0,Electronic check
Yes,No,No,23,Fiber optic,Month-to-month,Yes,94.75,Yes,1,2,94.75,189.5,Electronic check
No,No,No,35,Fiber optic,Month-to-month,Yes,86.45,Yes,0,1,0.0,86.45,Electronic check
No,Yes,No,56,Fiber optic,One year,Yes,98.25,Yes,1,2,98.25,196.5,Electronic check
No,Yes,No,9,Fiber optic,Month-to-month,Yes,75.75,Yes,1,0,75.75,0.0,Automatic
Yes,Yes,No,17,Fiber optic,Month-to-month,Yes,85.35,Yes,2,0,170.7,0.0,Automatic
No,No,No,48,Fiber optic,One year,Yes,106.1,Yes,2,2,212.2,212.2,Automatic
Yes,No,No,17,DSL,Month-to-month,Yes,45.05,Yes,0,0,0.0,0.0,Electronic check
No,No,No,34,Fiber optic,Month-to-month,Yes,109.8,Yes,3,2,329.4,219.6,Mailed check
Yes,No,No,42,Fiber optic,Month-to-month,Yes,84.65,Yes,0,1,0.0,84.65,Electronic check
No,Yes,Yes,11,Fiber optic,Month-to-month,Yes,79.5,Yes,0,1,0.0,79.5,Automatic
No,No,No,1,Fiber optic,Month-to-month,No,85.8,Yes,0,1,0.0,85.8,Mailed check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,79.1,Yes,0,1,0.0,79.1,Electronic check
No,Yes,Yes,3,DSL,Month-to-month,No,44.3,Yes,0,0,0.0,0.0,Mailed check
No,Yes,Yes,50,Fiber optic,Month-to-month,No,105.95,Yes,2,2,211.9,211.9,Automatic
No,No,No,5,Fiber optic,Month-to-month,Yes,69.75,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,51,Fiber optic,Month-to-month,Yes,94.65,Yes,0,2,0.0,189.3,Electronic check
No,No,No,46,Fiber optic,Month-to-month,No,96.05,Yes,0,2,0.0,192.1,Automatic
Yes,No,Yes,1,DSL,Month-to-month,Yes,50.15,Yes,1,0,50.15,0.0,Mailed check
No,Yes,No,41,Fiber optic,Month-to-month,Yes,113.6,Yes,4,2,454.4,227.2,Automatic
No,No,No,29,Fiber optic,Month-to-month,Yes,78.9,Yes,0,1,0.0,78.9,Electronic check
No,Yes,Yes,26,DSL,Month-to-month,Yes,60.05,Yes,2,0,120.1,0.0,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,34.7,Yes,0,1,0.0,34.7,Electronic check
No,No,No,3,Fiber optic,Month-to-month,Yes,85.3,Yes,0,1,0.0,85.3,Electronic check
No,Yes,Yes,66,Fiber optic,One year,Yes,102.45,Yes,2,2,204.9,204.9,Automatic
No,Yes,No,21,Fiber optic,Month-to-month,Yes,104.4,Yes,2,2,208.8,208.8,Automatic
No,No,Yes,1,Fiber optic,Month-to-month,Yes,99.75,Yes,1,2,99.75,199.5,Electronic check
No,No,No,4,DSL,Month-to-month,Yes,74.4,Yes,2,2,148.8,148.8,Electronic check
No,No,No,9,Fiber optic,Month-to-month,Yes,74.25,Yes,1,0,74.25,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,59.85,Yes,0,1,0.0,59.85,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,69.6,Yes,0,0,0.0,0.0,Electronic check
No,No,No,9,DSL,Month-to-month,Yes,45.4,Yes,0,2,0.0,90.8,Electronic check
No,No,No,1,No,Month-to-month,No,19.5,Yes,0,0,0.0,0.0,Mailed check
No,No,No,1,Fiber optic,Month-to-month,Yes,69.9,Yes,0,0,0.0,0.0,Electronic check
No,No,No,2,Fiber optic,Month-to-month,Yes,87.15,Yes,1,1,87.15,87.15,Automatic
No,Yes,Yes,3,Fiber optic,Month-to-month,Yes,84.75,Yes,0,1,0.0,84.75,Automatic
No,No,No,14,Fiber optic,Month-to-month,Yes,89.95,Yes,1,1,89.95,89.95,Electronic check
Yes,No,No,41,Fiber optic,Month-to-month,Yes,113.2,Yes,3,2,339.6,226.4,Electronic check
Yes,No,No,13,Fiber optic,Month-to-month,Yes,90.5,Yes,0,2,0.0,181.0,Electronic check
No,No,No,2,Fiber optic,Month-to-month,No,79.0,Yes,0,1,0.0,79.0,Electronic check
No,No,Yes,18,No,One year,No,20.15,Yes,0,0,0.0,0.0,Automatic
No,No,Yes,1,Fiber optic,Month-to-month,Yes,71.65,Yes,0,0,0.0,0.0,Electronic check
No,No,No,4,No,Month-to-month,No,20.35,Yes,0,0,0.0,0.0,Mailed check
No,No,No,38,Fiber optic,Month-to-month,Yes,84.25,Yes,3,0,252.75,0.0,Automatic
No,No,No,12,Fiber optic,Month-to-month,No,78.1,Yes,0,1,0.0,78.1,Automatic
No,Yes,No,19,Fiber optic,Month-to-month,No,89.65,Yes,1,1,89.65,89.65,Mailed check
No,No,No,10,Fiber optic,Month-to-month,Yes,98.7,Yes,1,2,98.7,197.4,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,76.35,Yes,1,0,76.35,0.0,Electronic check
No,No,No,23,Fiber optic,Month-to-month,Yes,79.15,Yes,1,0,79.15,0.0,Electronic check
Yes,Yes,No,32,Fiber optic,Month-to-month,Yes,85.0,Yes,0,1,0.0,85.0,Electronic check
Yes,Yes,No,32,Fiber optic,Month-to-month,No,85.3,Yes,0,1,0.0,85.3,Electronic check
No,No,Yes,31,Fiber optic,Month-to-month,Yes,86.55,Yes,0,1,0.0,86.55,Automatic
No,No,No,19,Fiber optic,Month-to-month,Yes,73.85,Yes,1,0,73.85,0.0,Automatic
Yes,Yes,No,57,DSL,Month-to-month,Yes,44.85,Yes,0,2,0.0,89.7,Electronic check
Yes,No,No,1,DSL,Month-to-month,No,45.1,Yes,0,0,0.0,0.0,Electronic check
No,No,No,24,Fiber optic,Month-to-month,Yes,96.0,Yes,1,2,96.0,192.0,Electronic check
No,No,No,1,No,Month-to-month,No,20.05,Yes,0,0,0.0,0.0,Automatic
No,Yes,Yes,65,Fiber optic,Two year,No,108.65,Yes,3,2,325.95000000000005,217.3,Automatic
No,No,No,10,DSL,Month-to-month,Yes,45.55,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,2,DSL,Month-to-month,Yes,35.1,Yes,0,1,0.0,35.1,Electronic check
No,No,No,1,DSL,Month-to-month,No,46.2,Yes,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,No,45.15,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,DSL,Month-to-month,Yes,43.3,Yes,2,1,86.6,43.3,Electronic check
Yes,No,No,38,DSL,Month-to-month,Yes,57.15,Yes,2,0,114.3,0.0,Automatic
No,Yes,No,19,Fiber optic,Month-to-month,Yes,73.2,Yes,1,0,73.2,0.0,Electronic check
No,No,No,52,Fiber optic,Month-to-month,Yes,85.35,Yes,1,1,85.35,85.35,Electronic check
No,No,No,1,DSL,Month-to-month,No,45.95,Yes,0,0,0.0,0.0,Mailed check
No,No,No,3,Fiber optic,Month-to-month,No,83.75,Yes,1,1,83.75,83.75,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,70.05,Yes,0,0,0.0,0.0,Electronic check
No,No,No,2,Fiber optic,Month-to-month,Yes,86.0,Yes,0,1,0.0,86.0,Electronic check
Yes,Yes,No,35,Fiber optic,Month-to-month,Yes,100.5,Yes,3,1,301.5,100.5,Automatic
No,No,No,16,Fiber optic,Month-to-month,No,72.65,Yes,0,0,0.0,0.0,Electronic check
No,Yes,Yes,1,No,Month-to-month,Yes,21.0,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,DSL,Month-to-month,No,45.1,Yes,0,0,0.0,0.0,Mailed check
Yes,Yes,No,30,DSL,Month-to-month,Yes,50.4,Yes,1,0,50.4,0.0,Automatic
Yes,No,No,5,Fiber optic,Month-to-month,No,78.95,Yes,0,1,0.0,78.95,Electronic check
No,No,No,56,Fiber optic,Month-to-month,Yes,94.45,Yes,2,1,188.9,94.45,Electronic check
No,No,No,44,Fiber optic,Month-to-month,Yes,84.8,Yes,2,0,169.6,0.0,Automatic
No,No,No,1,DSL,Month-to-month,No,50.9,Yes,1,0,50.9,0.0,Mailed check
No,Yes,Yes,49,Fiber optic,Month-to-month,Yes,99.8,Yes,1,2,99.8,199.6,Electronic check
No,Yes,Yes,47,Fiber optic,Month-to-month,Yes,107.35,Yes,2,2,214.7,214.7,Automatic
No,Yes,Yes,31,No,Month-to-month,Yes,19.55,Yes,0,0,0.0,0.0,Mailed check
No,No,No,3,Fiber optic,Month-to-month,Yes,79.1,Yes,2,0,158.2,0.0,Electronic check
No,No,Yes,8,DSL,Month-to-month,No,25.5,Yes,0,0,0.0,0.0,Mailed check
No,No,No,2,Fiber optic,Month-to-month,No,80.75,Yes,0,1,0.0,80.75,Electronic check
No,Yes,No,65,Fiber optic,Month-to-month,Yes,91.85,Yes,1,1,91.85,91.85,Automatic
No,No,Yes,1,Fiber optic,Month-to-month,Yes,75.35,Yes,1,0,75.35,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,Yes,75.45,Yes,0,0,0.0,0.0,Electronic check
No,No,No,24,DSL,Month-to-month,Yes,49.55,Yes,1,0,49.55,0.0,Automatic
No,No,No,69,DSL,One year,Yes,78.6,Yes,4,1,314.4,78.6,Automatic
No,Yes,No,7,Fiber optic,Month-to-month,Yes,81.1,Yes,0,1,0.0,81.1,Electronic check
No,Yes,No,11,Fiber optic,Month-to-month,Yes,74.95,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,93.55,Yes,0,2,0.0,187.1,Electronic check
No,Yes,No,58,Fiber optic,Month-to-month,Yes,102.1,Yes,2,2,204.2,204.2,Automatic
No,Yes,Yes,14,Fiber optic,Month-to-month,Yes,90.9,Yes,1,1,90.9,90.9,Automatic
No,Yes,Yes,12,DSL,Month-to-month,No,29.2,Yes,1,0,29.2,0.0,Mailed check
No,Yes,Yes,25,Fiber optic,Month-to-month,Yes,89.15,Yes,2,1,178.3,89.15,Automatic
Yes,Yes,No,58,Fiber optic,One year,Yes,108.85,Yes,3,2,326.54999999999995,217.7,Electronic check
Yes,No,No,16,Fiber optic,Month-to-month,Yes,84.75,Yes,0,1,0.0,84.75,Electronic check
No,Yes,Yes,1,DSL,Month-to-month,Yes,45.7,Yes,0,0,0.0,0.0,Electronic check
Yes,No,No,1,Fiber optic,Month-to-month,Yes,69.95,Yes,0,0,0.0,0.0,Electronic check
No,Yes,No,2,DSL,Month-to-month,No,44.6,Yes,0,2,0.0,89.2,Electronic check
No,No,No,23,Fiber optic,Month-to-month,Yes,74.95,Yes,0,0,0.0,0.0,Electronic check
No,No,No,57,Fiber optic,Two year,Yes,95.25,Yes,1,2,95.25,190.5,Electronic check
No,No,No,24,Fiber optic,Month-to-month,Yes,89.85,Yes,1,1,89.85,89.85,Mailed check
No,Yes,Yes,49,Fiber optic,One year,No,100.45,Yes,1,2,100.45,200.9,Mailed check
No,No,No,5,DSL,Month-to-month,No,47.15,Yes,0,0,0.0,0.0,Electronic check
No,No,No,2,Fiber optic,Month-to-month,Yes,80.2,Yes,0,1,0.0,80.2,Electronic check
No,No,Yes,4,Fiber optic,Month-to-month,Yes,87.1,Yes,2,0,174.2,0.0,Mailed check
No,No,No,5,Fiber optic,Month-to-month,Yes,75.9,Yes,0,0,0.0,0.0,Automatic
No,Yes,No,47,Fiber optic,Month-to-month,Yes,98.75,Yes,3,1,296.25,98.75,Electronic check
No,No,No,10,Fiber optic,Month-to-month,No,86.45,Yes,0,1,0.0,86.45,Electronic check
No,No,No,1,DSL,Month-to-month,Yes,45.3,Yes,0,0,0.0,0.0,Mailed check
